,PCoo.y,TRoo
18316800.0,0.0,293.15
18317700.0,0.0,293.0184592389215
18318600.0,0.0,292.89877779517536
18319500.0,0.0,292.76824095268654
18320400.0,0.0,292.62351258415066
18321300.0,0.0,292.46900360196156
18322200.0,0.0,292.30892451315015
18323100.0,0.0,292.14589726989044
18324000.0,0.0,291.98192169391666
18324900.0,0.0,291.8179896281538
18325800.0,0.0,291.65438245228796
18326700.0,0.0,291.4910668358411
18327600.0,0.0,291.32791112151017
18328500.0,0.0,291.16476554263096
18329400.0,0.0,291.0014499943352
18330300.0,0.0,290.83786741057366
18331200.0,0.0,290.6740505855621
18332100.0,0.0,290.51971200083176
18333000.0,0.0,290.4062053690871
18333900.0,0.0,290.3375820230068
18334800.0,0.0,290.30693024280424
18335700.0,0.0,290.29551118073675
18336600.0,0.0,290.2953091319462
18337500.0,0.0,290.3066736302984
18338400.0,0.0,290.33698603697036
18339300.0,0.0,290.40042664012776
18340200.0,0.0,290.5068495512475
18341100.0,0.0,290.65745594451954
18342000.0,0.0,290.8525749115263
18342900.0,977.8850708690084,290.31480657545137
18343800.0,1434.1938602867417,290.19778712180886
18344700.0,1606.399008402094,290.3507324228584
18345600.0,1653.3084948705516,290.6090101997319
18346500.0,1679.0435586065091,291.43546520169366
18347400.0,1703.5185137439687,292.0294161162463
18348300.0,1732.5613054321655,292.65614735296583
18349200.0,1441.8860412552756,293.30675077838555
18350100.0,545.5301939219878,293.92327182669504
18351000.0,368.3530986981268,294.65718715436657
18351900.0,329.1937444484004,295.4019689327307
18352800.0,315.225484411516,296.1498351624304
18353700.0,308.97569733079007,296.90365084488843
18354600.0,313.2217388872748,297.66656043644764
18355500.0,441.04302408775476,297.3156325126853
18356400.0,548.3526626432533,296.43011741252167
18357300.0,570.5266160938023,296.7568234835328
18358200.0,800.8913391172631,295.6431396054869
18359100.0,962.1244219752308,295.1502230534669
18360000.0,1010.7163770677508,295.2162555570638
18360900.0,464.7835411497636,299.15066837623124
18361800.0,664.1329813055634,298.4279143656669
18362700.0,646.1794175713662,299.150421601551
18363600.0,809.2383722716914,298.5498785213498
18364500.0,1215.094232705805,296.75443695528804
18365400.0,782.2485461426346,298.80216132138816
18366300.0,790.7803226228635,299.03220597711135
18367200.0,913.8474703948614,298.4352123752489
18368100.0,1841.1047871726337,295.14921329750985
18369000.0,1598.2003420624626,295.14928999954515
18369900.0,597.8874383738622,299.15022086694205
18370800.0,739.0917133918158,298.3987120160053
18371700.0,813.2143531370634,297.67556279831643
18372600.0,561.8872691250422,299.149977145559
18373500.0,1247.7469712502714,295.14909693019615
18374400.0,1029.693266620453,295.1492148298941
18375300.0,390.91047521034113,299.1500959547882
18376200.0,879.3694991284923,295.1573798559093
18377100.0,444.21918567061664,297.80967496940957
18378000.0,352.8100358521512,299.15004437951876
18378900.0,418.00414049779755,298.11539176360134
18379800.0,337.9948943204859,299.14982845163024
18380700.0,480.21818247906265,296.74645060950536
18381600.0,448.070623785464,296.428460742503
18382500.0,374.4326138857281,296.26305283153874
18383400.0,302.9427160100757,296.9914567644017
18384300.0,298.548811313921,296.79342508144816
18385200.0,301.5826449338498,295.9595005914927
18386100.0,0.0,297.8593575383598
18387000.0,0.0,296.0282715739419
18387900.0,287.8381645266128,295.2744005240163
18388800.0,912.3123250874276,289.70578789563405
18389700.0,340.8044294796746,291.8183637941297
18390600.0,0.0,294.6009285752748
18391500.0,0.0,293.72768513275463
18392400.0,0.0,294.49527865792163
18393300.0,0.0,294.5656986941548
18394200.0,0.0,294.4640211683612
18395100.0,0.0,294.3078855498426
18396000.0,0.0,294.1340392728654
18396900.0,0.0,293.9503103335478
18397800.0,0.0,293.7604937254732
18398700.0,0.0,293.56650398530354
18399600.0,0.0,293.3692903156957
18400500.0,0.0,293.1679761915388
18401400.0,0.0,292.959669398385
18402300.0,0.0,292.7490354545092
18403200.0,0.0,292.54650686360077
18404100.0,0.0,292.36132447061675
18405000.0,0.0,292.1882711728015
18405900.0,0.0,292.0234817428906
18406800.0,0.0,291.8658676890306
18407700.0,0.0,291.714865686881
18408600.0,0.0,291.5690713988821
18409500.0,0.0,291.42728809483106
18410400.0,0.0,291.2895851882381
18411300.0,0.0,291.15741953996775
18412200.0,0.0,291.03145649382185
18413100.0,0.0,290.9115272038492
18414000.0,0.0,290.79745824530335
18414900.0,0.0,290.6841713824138
18415800.0,0.0,290.5569122085889
18416700.0,0.0,290.41478210000616
18417600.0,0.0,290.2676030175405
18418500.0,0.0,290.12737255973286
18419400.0,0.0,289.9936784742014
18420300.0,0.0,289.86924088400093
18421200.0,0.0,289.76398984049763
18422100.0,0.0,289.6916109195516
18423000.0,0.0,289.65745040759634
18423900.0,0.0,289.669362319694
18424800.0,0.0,289.74593531619075
18425700.0,0.0,289.9010814879248
18426600.0,0.0,290.1399400524081
18427500.0,0.0,290.45355091649316
18428400.0,0.0,290.8201574267078
18429300.0,957.9642464396543,290.1958371204805
18430200.0,1447.8190819661659,290.3879363154626
18431100.0,1666.3086576629482,290.71110258907083
18432000.0,1752.642739301912,291.09738421328416
18432900.0,1809.907848773031,292.0067926679147
18433800.0,1859.448670453461,292.6306053800097
18434700.0,1795.2054890910194,293.25374995600845
18435600.0,575.5336179080476,293.81468968554975
18436500.0,355.2182920370262,294.5159607704381
18437400.0,306.62586398581306,295.2491634516265
18438300.0,298.0348696327793,296.0036817148675
18439200.0,388.8311102099146,295.47778601268925
18440100.0,427.2632781221249,295.7714121113329
18441000.0,563.0648131438257,295.15070529636677
18441900.0,642.5786140247353,295.1663462887243
18442800.0,737.1338333261411,295.1506108696103
18443700.0,428.81260419007685,298.351871383701
18444600.0,1058.5011790361953,295.15154216021216
18445500.0,813.2354608531813,296.80424379779066
18446400.0,651.2862773717611,298.5680131511233
18447300.0,688.4780531659352,299.1504678062804
18448200.0,792.0769846041574,299.1503788697495
18449100.0,963.8670947185906,298.66426290758704
18450000.0,3011.4582963639846,295.14865421384445
18450900.0,1928.9668322069756,295.2908804012974
18451800.0,768.6518655223954,299.15037551695787
18452700.0,1401.3615708785271,296.7838284616237
18453600.0,1917.3075110651773,295.14944189980935
18454500.0,1627.3921647511245,295.3406096527301
18455400.0,636.5246581108116,299.15029112936406
18456300.0,1112.9109840374697,296.8243623099968
18457200.0,872.9854588678925,297.61465072469764
18458100.0,611.2093997218429,299.1500608181885
18459000.0,1453.2898811714883,295.14911975263135
18459900.0,1220.6794084441954,295.1492723234646
18460800.0,444.5071888960757,299.15018116633917
18461700.0,494.6809282229197,298.9525587863872
18462600.0,627.3160910500519,297.671564556888
18463500.0,438.36205579615057,299.15000151520667
18464400.0,434.59285511004293,299.14993851120545
18465300.0,421.5945401069399,299.14889160851294
18466200.0,442.1714606980292,298.608539085781
18467100.0,414.2639451583272,298.59428700345296
18468000.0,411.84641605879966,298.2069078813839
18468900.0,413.04046345744763,297.02391120259006
18469800.0,378.69102816536457,296.59632122820557
18470700.0,356.1957435532881,296.0792386152435
18471600.0,326.17681633221,295.8390523116007
18472500.0,0.0,298.1537743357911
18473400.0,301.82210415208544,295.80216022446245
18474300.0,0.0,297.39746245461623
18475200.0,0.0,297.4919097501086
18476100.0,0.0,297.31899984856744
18477000.0,0.0,297.06679929921717
18477900.0,0.0,296.7824217811602
18478800.0,0.0,296.481679141663
18479700.0,0.0,296.1805286438125
18480600.0,0.0,295.9128956597671
18481500.0,0.0,295.6836774681067
18482400.0,0.0,294.9495971492228
18483300.0,0.0,295.0278404963194
18484200.0,0.0,294.8768601417483
18485100.0,0.0,294.6559993313161
18486000.0,0.0,294.4184544147757
18486900.0,0.0,294.1902172912385
18487800.0,0.0,293.9792512503383
18488700.0,0.0,293.78162356570067
18489600.0,0.0,293.58925485370213
18490500.0,0.0,293.3941705873899
18491400.0,0.0,293.1972319949861
18492300.0,0.0,293.00056721645274
18493200.0,0.0,292.8060839459745
18494100.0,0.0,292.61599769772755
18495000.0,0.0,292.43136896474493
18495900.0,0.0,292.25144636829486
18496800.0,0.0,292.0744633087774
18497700.0,0.0,291.894875349682
18498600.0,0.0,291.7027820836797
18499500.0,0.0,291.5015802163911
18500400.0,0.0,291.30451697353624
18501300.0,0.0,291.1249972041901
18502200.0,0.0,290.95811712464484
18503100.0,0.0,290.7998151740482
18504000.0,0.0,290.64898965784994
18504900.0,0.0,290.50520317590696
18505800.0,0.0,290.3681359574827
18506700.0,159.73207077455766,289.2577250328854
18507600.0,0.0,289.76283493015075
18508500.0,0.0,289.835491913652
18509400.0,0.0,289.8084884190856
18510300.0,0.0,289.78511135294855
18511200.0,0.0,289.8090160011268
18512100.0,0.0,289.9021175813582
18513000.0,0.0,290.07669151518303
18513900.0,0.0,290.32691147105766
18514800.0,0.0,290.6518208430193
18515700.0,927.0915289486968,290.0682609797509
18516600.0,1397.0553393789462,290.24101354259915
18517500.0,1606.319921355977,290.53832235578534
18518400.0,1696.2637733575489,290.9039280490253
18519300.0,1772.6033379545042,291.81421616836525
18520200.0,1857.0999617277803,292.4708187343357
18521100.0,1945.1156187097424,293.1562681082785
18522000.0,677.0310035901068,293.7802519285675
18522900.0,387.09352777881526,294.5299796830576
18523800.0,360.8262842266303,295.1508144466411
18524700.0,338.2032126029873,296.06723552149805
18525600.0,454.9668145727652,295.1508719968385
18526500.0,491.5393261010959,295.57321094113945
18527400.0,635.9222095386652,295.1507272753508
18528300.0,735.7326250104809,295.1508175780811
18529200.0,416.14006556039726,298.4443146074582
18530100.0,610.2993307907163,297.77324815025383
18531000.0,546.8929045626759,299.150670196382
18531900.0,1429.0027549606864,295.46204654643236
18532800.0,1354.7160668055296,295.8603365849079
18533700.0,691.7385175887923,299.15060203567197
18534600.0,986.9153934874324,298.05066946960864
18535500.0,1026.397518134037,297.8718804340402
18536400.0,802.0252962328098,299.15026837463853
18537300.0,918.6499051338981,298.77971170589774
18538200.0,1073.7438634381324,298.1287362639612
18539100.0,881.2794645152936,299.1500442280569
18540000.0,960.261662683336,298.8229592152809
18540900.0,1099.9887977967087,298.023535047622
18541800.0,846.2078087248879,299.1499846267349
18542700.0,972.4624182881266,298.4004675477645
18543600.0,848.328308924034,298.850363531422
18544500.0,789.7811292348321,299.0044649593759
18545400.0,1622.3591184310842,295.14891899161813
18546300.0,1315.8543187473242,295.1490976538183
18547200.0,502.32362362886624,299.1501218464529
18548100.0,522.170251905322,299.1499778210636
18549000.0,633.5706272775881,297.95613655898694
18549900.0,480.95118495563133,299.14995574085543
18550800.0,473.0737625559387,299.1498940150724
18551700.0,458.8241167714252,299.14987183560413
18552600.0,440.961366730702,299.149810269057
18553500.0,420.44412324518305,299.14953707204745
18554400.0,396.98844560565914,299.1485748140095
18555300.0,384.1025327254997,298.3163369320119
18556200.0,422.43326612606063,296.91587915580817
18557100.0,396.29461027134863,296.3639520524552
18558000.0,367.59656585337814,295.97036659946775
18558900.0,333.69378558135344,295.8174230968922
18559800.0,0.0,298.209026310357
18560700.0,293.77042601852816,295.81696912190733
18561600.0,0.0,297.47134876717803
18562500.0,0.0,297.5847511522907
18563400.0,0.0,297.44393549386365
18564300.0,0.0,297.2556555912574
18565200.0,0.0,297.05456856359467
18566100.0,0.0,296.8400637464173
18567000.0,0.0,296.61907988816483
18567900.0,0.0,296.39627797793764
18568800.0,0.0,296.17267231499335
18569700.0,0.0,295.94757477935593
18570600.0,0.0,295.7189282752633
18571500.0,0.0,295.02479183634426
18572400.0,0.0,295.0580442163554
18573300.0,0.0,294.8940675528548
18574200.0,0.0,294.64499132698944
18575100.0,0.0,294.3555884736712
18576000.0,0.0,294.0658834341106
18576900.0,0.0,293.8087211734625
18577800.0,0.0,293.5746839452402
18578700.0,0.0,293.352873210245
18579600.0,0.0,293.13920190475653
18580500.0,0.0,292.93297560589065
18581400.0,0.0,292.73428181867405
18582300.0,0.0,292.54308528921774
18583200.0,0.0,292.35926989648954
18584100.0,0.0,292.17289281417817
18585000.0,0.0,291.95449463478775
18585900.0,0.0,291.70267151796395
18586800.0,0.0,291.4377696650595
18587700.0,0.0,291.1855192811118
18588600.0,0.0,290.94212647936877
18589500.0,0.0,290.7013059626753
18590400.0,0.0,290.4610586175133
18591300.0,0.0,290.2208802583253
18592200.0,0.0,289.9805558339315
18593100.0,0.0,289.74024849533606
18594000.0,0.0,289.5020901978806
18594900.0,0.0,289.2819305727161
18595800.0,82.98794404318345,288.4360881511105
18596700.0,98.21069380361872,287.73073264980223
18597600.0,258.6684169622797,287.27939284425247
18598500.0,0.0,288.41756358345083
18599400.0,0.0,288.8079028404473
18600300.0,0.0,289.07888492388065
18601200.0,0.0,289.34933677266986
18602100.0,810.3727846127535,288.97903683585554
18603000.0,1232.1794877062052,289.16007981577246
18603900.0,1424.5912949242052,289.4239204426635
18604800.0,1519.7075817760515,289.73773083289876
18605700.0,1605.478588638091,290.6158939518176
18606600.0,1708.1204342572878,291.2716327774409
18607500.0,1818.3020776360154,291.9877923903383
18608400.0,1918.9883674234206,292.77028499749383
18609300.0,1104.2718855734129,293.52352325821965
18610200.0,475.6358149377969,294.3353914744553
18611100.0,350.08716843755286,295.22107809788844
18612000.0,388.3329521002376,295.438958363522
18612900.0,462.85367990559223,295.1509334935297
18613800.0,544.6924425680365,295.1514858228534
18614700.0,634.3241553230341,295.1509995681383
18615600.0,725.7790153516804,295.1507433678011
18616500.0,606.2563593812955,296.6938977460096
18617400.0,948.099055684475,295.2290653632591
18618300.0,789.9399817006635,296.57169797757865
18619200.0,705.8747566789111,297.8285884574738
18620100.0,715.1781354732857,298.55930359877726
18621000.0,782.8958964793866,298.8677419711631
18621900.0,907.841221579504,298.75240109714235
18622800.0,922.6778566171362,299.1447308904484
18623700.0,1060.4920438800416,298.7613495094425
18624600.0,1179.9337456020824,298.2993001943387
18625500.0,1176.700466970778,298.2124151250412
18626400.0,1019.8978392736934,298.7750741920499
18627300.0,1115.867745894023,298.1065912870014
18628200.0,942.9320723926297,298.65929682229046
18629100.0,833.6828602525082,299.0987666120154
18630000.0,848.9013089530652,298.7993800329227
18630900.0,754.4969350904021,299.14966285349055
18631800.0,738.4676090010358,299.0132614154595
18632700.0,688.1656630428206,299.10400781518604
18633600.0,648.5665949602981,299.149796229164
18634500.0,616.3967873774585,299.149804339433
18635400.0,587.1219975583605,299.14982244941
18636300.0,560.1655260436715,299.1498235101504
18637200.0,532.9395096547324,299.14981343316174
18638100.0,504.6626548508246,299.14981399490824
18639000.0,477.5831816768857,299.14979777685977
18639900.0,449.57852169874315,299.1497716463839
18640800.0,420.84262249140767,299.14860425764704
18641700.0,398.68190264001106,298.442322201514
18642600.0,382.6154162805539,297.96390119682894
18643500.0,485.6646331486987,295.6439099630263
18644400.0,399.2483167662947,295.8490041252578
18645300.0,1207.9975794148154,290.72448278800556
18646200.0,1016.5133638258585,290.12967982000106
18647100.0,203.2092806041268,294.4755825674051
18648000.0,0.0,296.1699273120791
18648900.0,0.0,296.46088082427656
18649800.0,0.0,296.44431780803404
18650700.0,0.0,295.0457361015642
18651600.0,231.7483148056075,293.82857478493895
18652500.0,712.4315228106777,289.07599608753867
18653400.0,0.0,293.45200923533463
18654300.0,0.0,294.097866294498
18655200.0,0.0,293.602459802621
18656100.0,0.0,293.9159133155818
18657000.0,0.0,293.8645560765206
18657900.0,0.0,293.672746287558
18658800.0,0.0,293.43872761801964
18659700.0,0.0,293.22783124981817
18660600.0,0.0,293.0698512560657
18661500.0,0.0,292.95281989847183
18662400.0,0.0,292.8466884761382
18663300.0,0.0,292.72201191994947
18664200.0,0.0,292.5804339469866
18665100.0,0.0,292.4307437479965
18666000.0,0.0,292.28301291774227
18666900.0,0.0,292.14777756258474
18667800.0,0.0,292.03413736313473
18668700.0,0.0,291.932645070189
18669600.0,0.0,291.8205640382876
18670500.0,0.0,291.67617349541257
18671400.0,0.0,291.5078984504003
18672300.0,0.0,291.3222854025114
18673200.0,0.0,291.12225549071104
18674100.0,0.0,290.91107301624015
18675000.0,0.0,290.6898658000027
18675900.0,0.0,290.45796167303894
18676800.0,0.0,290.21527032177966
18677700.0,0.0,289.96867982889466
18678600.0,0.0,289.7415847083844
18679500.0,0.0,289.54322944074084
18680400.0,0.0,289.37249895895934
18681300.0,0.0,289.2321445779494
18682200.0,0.0,289.1356529628399
18683100.0,0.0,289.1055059838366
18684000.0,0.0,289.1659051113819
18684900.0,0.0,289.34321603418266
18685800.0,0.0,289.65990424318306
18686700.0,0.0,290.1108720735333
18687600.0,0.0,290.6431475065439
18688500.0,981.4527079131348,290.1556083452192
18689400.0,1515.2481466714507,290.4407303257487
18690300.0,1770.7626840864718,290.85141201034685
18691200.0,1887.2302443508063,291.3206271550878
18692100.0,1971.7455177918914,292.35012892423174
18693000.0,2051.70834053563,293.08840025703876
18693900.0,764.870812533606,293.7063193066061
18694800.0,413.7646248805685,294.4378732570026
18695700.0,369.92184915823896,295.15070911466444
18696600.0,322.4488994584388,296.0176511663998
18697500.0,441.4532635912352,295.1508818578421
18698400.0,511.7454823700273,295.1508486000771
18699300.0,605.7010377335006,295.1508451297801
18700200.0,726.2813980158146,295.15082659681076
18701100.0,867.3161034848397,295.1508427352958
18702000.0,892.7546775689713,295.7372517911324
18702900.0,995.9179779147335,295.8981440969256
18703800.0,803.4505214204368,297.5808173070334
18704700.0,798.3746074179089,298.47033333998274
18705600.0,880.5288619748111,298.78910454849364
18706500.0,941.5438845846444,299.1504629102899
18707400.0,1064.1081177063122,299.14943479404917
18708300.0,1176.1216040451682,299.14342840805386
18709200.0,1902.7990008814872,297.0829396794459
18710100.0,2378.8619389887035,295.9699378321151
18711000.0,1792.4399091199127,297.04643506146226
18711900.0,1140.4148399138385,299.15017980949057
18712800.0,1341.3959709817213,298.6545050187098
18713700.0,1408.8410934144968,298.4507537967955
18714600.0,1201.4365935844944,299.14930453295614
18715500.0,1222.5350350566684,299.0233203908941
18716400.0,1157.363140392193,299.0540539581352
18717300.0,3428.6179964512826,295.14048263725573
18718200.0,1568.1445735728234,296.36169036498694
18719100.0,734.3278851192546,299.14997359237395
18720000.0,1673.3185855459408,295.14896020334413
18720900.0,1129.6315996489632,295.8882055776918
18721800.0,569.2489584001684,298.4728742239232
18722700.0,492.80960665465625,299.14997704212635
18723600.0,480.69569618123734,299.14992023501685
18724500.0,461.7119179485616,299.1498921606121
18725400.0,441.9836663243318,299.1498665286632
18726300.0,421.94523372707505,299.1498224071733
18727200.0,400.09206205862927,299.14941512744423
18728100.0,384.60353206515606,298.424267137662
18729000.0,469.1072617197334,296.5088399338349
18729900.0,426.6267898568148,296.1919822679117
18730800.0,391.4557759074763,295.9669440135623
18731700.0,1310.0186099420941,290.6544770202195
18732600.0,297.3600140201253,295.260402759522
18733500.0,263.20497368627747,296.3659464641362
18734400.0,1032.6283033176342,289.8180831416929
18735300.0,325.5564256274887,292.7697664135556
18736200.0,0.0,295.2588939552309
18737100.0,0.0,295.7345111691901
18738000.0,0.0,295.82032920352447
18738900.0,0.0,294.7914734702828
18739800.0,0.0,294.6181342089724
18740700.0,0.0,294.21979827734094
18741600.0,266.5991234888836,294.1584920263648
18742500.0,748.9238954611908,288.8583444489115
18743400.0,0.0,293.06939733765455
18744300.0,0.0,293.7291347599069
18745200.0,0.0,293.8654703465982
18746100.0,0.0,293.83117497686607
18747000.0,0.0,293.74421974556265
18747900.0,0.0,293.6368559012865
18748800.0,0.0,293.5200210153091
18749700.0,0.0,293.4029131234015
18750600.0,0.0,293.29779196711445
18751500.0,0.0,293.20396744198456
18752400.0,0.0,293.11167537894875
18753300.0,0.0,293.00145469742114
18754200.0,0.0,292.8515894897257
18755100.0,0.0,292.6691884467249
18756000.0,0.0,292.48282971486594
18756900.0,0.0,292.32286744872886
18757800.0,0.0,292.180298375762
18758700.0,0.0,292.04801747592103
18759600.0,0.0,291.92510448594965
18760500.0,0.0,291.8085053613509
18761400.0,0.0,291.6952712087265
18762300.0,0.0,291.5851441300506
18763200.0,0.0,291.47867977224206
18764100.0,0.0,291.377940675132
18765000.0,0.0,291.284433982161
18765900.0,0.0,291.19624569850157
18766800.0,0.0,291.1145601277076
18767700.0,0.0,291.04628664531594
18768600.0,0.0,291.0052573451681
18769500.0,0.0,291.01381720113216
18770400.0,0.0,291.1088811748618
18771300.0,0.0,291.32406735368454
18772200.0,0.0,291.65261244603425
18773100.0,0.0,292.0774665497362
18774000.0,0.0,292.57792625477026
18774900.0,1082.224100839033,291.66754975328854
18775800.0,1697.6751138906577,291.90880346351946
18776700.0,1977.2749285467232,292.29241616061864
18777600.0,2176.4794032953273,292.7632465191868
18778500.0,962.6364039377924,293.6667575509934
18779400.0,458.8629423717551,294.3383361780325
18780300.0,353.3539512532411,295.03355626099506
18781200.0,384.4907965893072,295.15077790644193
18782100.0,429.29365038812927,295.1510930099566
18783000.0,500.93843017344767,295.15101581930554
18783900.0,588.4901849617776,295.15077585783996
18784800.0,686.7823295063267,295.15075341084804
18785700.0,793.806376641488,295.150720876814
18786600.0,843.9314377327694,295.515872991577
18787500.0,899.3402098917501,295.8926140244756
18788400.0,803.0711410015917,297.1045876566709
18789300.0,855.6218795072232,297.616878582599
18790200.0,908.2800011786968,298.1349412562176
18791100.0,874.0380796557487,299.15064125573974
18792000.0,1052.856841944424,299.15055042305517
18792900.0,1233.4465653211887,299.15046553527407
18793800.0,1412.9058471369563,299.1503483805709
18794700.0,1746.2010390317691,298.5606871629844
18795600.0,2477.776379916463,297.04432530569363
18796500.0,2746.7098590322785,296.5569890957678
18797400.0,1609.8518636532049,298.08477538221325
18798300.0,1373.4578728609317,298.60028531536085
18799200.0,1262.2036570580535,298.85140933404097
18800100.0,1325.7520847955414,298.5182130432807
18801000.0,1128.8685334791894,299.15005232317054
18801900.0,1114.0155141293305,299.1499161846608
18802800.0,1147.2869187048864,298.8089187625291
18803700.0,993.0479072752861,299.14961825289635
18804600.0,979.2138775784597,298.88652470727516
18805500.0,855.2349247942656,299.1453894507646
18806400.0,862.9177596115604,298.76657134687196
18807300.0,746.8823039645034,299.149870998216
18808200.0,752.0395114967275,298.95615658972065
18809100.0,697.2894892321578,299.14988141982906
18810000.0,671.62723137723,299.1498608492793
18810900.0,636.3537232228304,299.14982437366325
18811800.0,595.7232480110844,299.149793312161
18812700.0,552.6891407082406,299.1497505429934
18813600.0,508.35096957158163,299.1497224093753
18814500.0,419.4944214904279,299.1496165359404
18815400.0,376.2589114762038,299.1496268913005
18816300.0,354.4814225279365,299.07032240843705
18817200.0,348.70056614247454,298.70713739963736
18818100.0,0.0,300.7491972371728
18819000.0,0.0,301.09469158114183
18819900.0,0.0,301.16261858466993
18820800.0,0.0,301.12163533312037
18821700.0,720.3665338881628,293.7938190262062
18822600.0,1298.9836008030516,290.78983440427754
18823500.0,1337.2766253355917,290.0554952997984
18824400.0,531.5384881425493,291.51696674766595
18825300.0,1133.6424364106088,289.38627262641285
18826200.0,0.0,294.34902629478506
18827100.0,0.0,294.1150619629944
18828000.0,269.17869072212704,293.5695292619827
18828900.0,0.0,294.97857410374763
18829800.0,0.0,294.1231185896001
18830700.0,0.0,293.8840806162712
18831600.0,0.0,294.6791379092334
18832500.0,0.0,294.8759758115465
18833400.0,0.0,294.88039666784977
18834300.0,0.0,294.81394321828213
18835200.0,0.0,294.7269781700454
18836100.0,0.0,294.6414763229742
18837000.0,0.0,294.56906695091044
18837900.0,0.0,294.50737472366814
18838800.0,0.0,294.4462635134357
18839700.0,0.0,294.3733171188342
18840600.0,0.0,294.28991528861394
18841500.0,0.0,294.1972071196061
18842400.0,0.0,294.09577912267497
18843300.0,0.0,293.9871990902909
18844200.0,0.0,293.87264176946957
18845100.0,0.0,293.7528274360889
18846000.0,0.0,293.6281909622073
18846900.0,0.0,293.5021574967951
18847800.0,0.0,293.385737300573
18848700.0,0.0,293.283651798778
18849600.0,0.0,293.19572047893587
18850500.0,0.0,293.12214353459007
18851400.0,0.0,293.0685312122147
18852300.0,0.0,293.0344122133783
18853200.0,0.0,293.01674729970955
18854100.0,0.0,293.01158474493826
18855000.0,0.0,293.0109422405762
18855900.0,0.0,293.02843726051583
18856800.0,0.0,293.10496152595846
18857700.0,0.0,293.2798730530487
18858600.0,0.0,293.5492176140189
18859500.0,0.0,293.90565763258587
18860400.0,0.0,294.3374212024542
18861300.0,401.215583049279,293.0557053960539
18862200.0,1299.7406124502932,293.1893963529955
18863100.0,549.7764620309003,293.45257096937826
18864000.0,368.2573191930378,293.80336791503447
18864900.0,327.2555128856572,294.68022052205765
18865800.0,347.35752649724714,295.18265706680404
18866700.0,377.46116223121874,295.50205963716763
18867600.0,475.8787579801798,295.15073397299335
18868500.0,550.9465312701442,295.1507214492041
18869400.0,634.5989390443182,295.15071849339824
18870300.0,723.7801279777653,295.1508005846799
18871200.0,819.8599546649623,295.1506731882046
18872100.0,882.5569445809974,295.3876003985667
18873000.0,753.4453070845739,296.7491190329034
18873900.0,784.2329537354004,297.41700959771595
18874800.0,834.0577962248065,298.00345059040257
18875700.0,1894.1960835346345,295.15602636643115
18876600.0,2081.917699097759,295.15022730840286
18877500.0,899.6320824924278,299.1507390085578
18878400.0,1243.7256937636407,298.92932943312866
18879300.0,1396.531608001823,299.1504627670663
18880200.0,1535.500949481625,299.15034532455593
18881100.0,1602.902973024319,299.15019214029064
18882000.0,1720.7154158133603,298.9295319875617
18882900.0,1690.3689463270346,299.15002596845534
18883800.0,1754.9866956127685,299.1500564284057
18884700.0,1795.2897829733254,299.1499739385324
18885600.0,1776.9713229762106,299.1498582853955
18886500.0,1691.3465735508396,299.1498401626073
18887400.0,1577.5148291227702,299.1497586554308
18888300.0,1457.6283473002645,299.1490939126944
18889200.0,1352.0900846947077,299.14975249774136
18890100.0,1301.6206585285538,298.9801426794004
18891000.0,1162.893462071678,299.133959811101
18891900.0,1122.251912238557,298.9392320074297
18892800.0,994.9292556631526,299.12541936536303
18893700.0,1085.4120618742058,298.34118140633046
18894600.0,836.8967926764284,299.12369533964323
18895500.0,812.928001058297,298.98620557551203
18896400.0,735.0434695370291,299.1497861861165
18897300.0,687.9507789779229,299.1497914917184
18898200.0,637.5364683757126,299.14977619588547
18899100.0,586.8153379659558,299.14975539866447
18900000.0,536.3409133870418,299.1497137803419
18900900.0,439.8447253440506,299.1495949399165
18901800.0,392.27245320773284,299.1496296734839
18902700.0,358.0589096377863,299.14705064139883
18903600.0,351.9262575801647,298.877405587414
18904500.0,0.0,300.9847511111353
18905400.0,0.0,301.36737702472897
18906300.0,0.0,301.43339906163413
18907200.0,0.0,301.36169149554655
18908100.0,0.0,301.22095620624384
18909000.0,775.6015093153113,293.133251003538
18909900.0,946.5321865448504,291.36115252360577
18910800.0,1295.0392271098522,290.05125175631315
18911700.0,1163.0371025896065,289.6008564723399
18912600.0,0.0,294.76723363150853
18913500.0,0.0,295.6130343681532
18914400.0,0.0,295.82070929804513
18915300.0,0.0,295.83476825810726
18916200.0,0.0,295.7930069456714
18917100.0,0.0,295.7294711499209
18918000.0,0.0,295.6520007042187
18918900.0,0.0,295.02707276811026
18919800.0,0.0,295.2444052105885
18920700.0,0.0,295.2356414523691
